# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 44K of event 'cycles'
# Event count (approx.): 98282321717
#
# Overhead       Samples  Command          Shared Object     Symbol                                        
# ........  ............  ...............  ................  ..............................................
#
     0.00%             1  redis-server     redis-server      [.] 0x0000000000071e16
     0.00%             1  redis-server     redis-server      [.] 0x0000000000129fa1
     0.00%             1  redis-server     [kernel.vmlinux]  [k] pick_eevdf
     0.00%             1  redis-server     [kernel.vmlinux]  [k] alloc_fd
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __accumulate_pelt_segments
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __x64_sys_read
     0.00%             1  redis-server     redis-server      [.] 0x0000000000058922
     0.00%             1  redis-server     redis-server      [.] trackInstantaneousMetric
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_leave_memory_pressure
     0.00%             1  redis-server     redis-server      [.] 0x0000000000181545
     0.00%             1  redis-server     [kernel.vmlinux]  [k] enqueue_task_fair
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000b6e
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000864
     0.00%             1  redis-server     [kernel.vmlinux]  [k] make_kuid
     0.00%             1  redis-server     [kernel.vmlinux]  [k] irqtime_account_process_tick
     0.00%             1  redis-server     [kernel.vmlinux]  [k] calc_global_load
     0.00%             1  redis-server     redis-server      [.] 0x0000000000071e78
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128357
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128522
     0.00%             1  redis-server     [kernel.vmlinux]  [k] memcg_account_kmem
     0.00%             1  redis-server     redis-server      [.] 0x00000000001334ef
     0.00%             1  redis-server     redis-server      [.] 0x00000000001283cc
     0.00%             1  redis-server     [kernel.vmlinux]  [k] skb_condense
     0.00%             1  redis-server     redis-server      [.] 0x0000000000174b33
     0.00%             1  redis-server     [kernel.vmlinux]  [k] dnotify_flush
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.00%             1  redis-server     redis-server      [.] 0x00000000001284c8
     0.00%             1  redis-server     [kernel.vmlinux]  [k] intel_pmu_disable_all
     0.00%             1  redis-server     [kernel.vmlinux]  [k] need_active_balance
     0.00%             1  redis-server     redis-server      [.] 0x0000000000181702
     0.00%             1  redis-server     [vdso]            [.] 0x000000000000086a
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_xmit_recovery
     0.00%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] memcpy_fromio
     0.00%             1  redis-server     [kernel.vmlinux]  [k] acpi_os_read_memory
     0.00%             2  jemalloc_bg_thd  [kernel.vmlinux]  [k] native_apic_msr_write
     0.00%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] __intel_pmu_enable_all.constprop.0
     0.00%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] __perf_event_task_sched_in


#
# (Tip: Show user configuration overrides: perf config --user --list)
#
